,P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),S. Name,S. Constellation,S. Type,P. Disc. Method,P. Disc. Year
3376,Kepler-1578 b,2.0,4.0,2.0,3.0,1,1070.206,1070.206,1070.206,Kepler-1578,Cyg,G,Transit,2016
3377,Kepler-1579 b,2.0,5.0,2.0,3.0,1,762.972,762.972,762.9722,Kepler-1579,Cyg,K,Transit,2016
3378,Kepler-1580 b,2.0,2.0,2.0,1.0,1,57.9494,57.94941,57.94942,Kepler-1580,Lyr,F,Transit,2016
3379,Kepler-1581 b,2.0,5.0,2.0,3.0,1,372.8468,372.8468,372.8469,Kepler-1581,Lyr,F,Transit,2016
3380,Kepler-1582 b,2.0,4.0,2.0,1.0,1,6.378269,6.378271,6.378272,Kepler-1582,Lyr,M,Transit,2016
3381,Kepler-1583 b,2.0,5.0,2.0,3.0,1,104.5847,104.5847,104.5847,Kepler-1583,Lyr,G,Transit,2016
3382,Kepler-1584 b,2.0,2.0,2.0,1.0,1,119.7036,119.7036,119.7036,Kepler-1584,Lyr,F,Transit,2016
3383,Kepler-1585 b,2.0,2.0,2.0,1.0,1,346.9966,346.9967,346.9968,Kepler-1585,Cyg,G,Transit,2016
3384,Kepler-1586 b,2.0,4.0,2.0,1.0,1,286.2322,286.2322,286.2323,Kepler-1586,Cyg,F,Transit,2016
3385,Kepler-1587 b,2.0,4.0,2.0,1.0,1,206.7898,206.7898,206.7898,Kepler-1587,Cyg,G,Transit,2016
3386,Kepler-1588 b,2.0,5.0,2.0,3.0,1,173.2397,173.2397,173.2397,Kepler-1588,Cyg,G,Transit,2016
3387,Kepler-1589 b,2.0,4.0,2.0,3.0,1,4793.25,4793.25,4793.251,Kepler-1589,Cyg,F,Transit,2016
3388,Kepler-1590 b,2.0,4.0,2.0,3.0,1,263.4486,263.4486,263.4486,Kepler-1590,Cyg,F,Transit,2016
3389,Kepler-1591 b,2.0,4.0,2.0,1.0,1,245.4797,245.4797,245.4797,Kepler-1591,Cyg,F,Transit,2016
3390,Kepler-1592 b,2.0,4.0,2.0,1.0,1,1154.769,1154.769,1154.769,Kepler-1592,Cyg,F,Transit,2016
3391,Kepler-1593 b,3.0,3.0,1.0,1.0,1,1.02073,1.02073,1.02073,Kepler-1593,Cyg,K,Transit,2016
3392,Kepler-1594 b,2.0,4.0,2.0,3.0,1,867.2937,867.2938,867.2938,Kepler-1594,Cyg,G,Transit,2016
3393,Kepler-1595 b,2.0,4.0,2.0,1.0,1,163.0962,163.0962,163.0962,Kepler-1595,Lyr,K,Transit,2016
3394,Kepler-1596 b,2.0,2.0,2.0,1.0,1,8.096533,8.096533,8.096534,Kepler-1596,Dra,G,Transit,2016
3395,Kepler-1597 b,2.0,4.0,2.0,3.0,1,1527.598,1527.598,1527.598,Kepler-1597,Lyr,F,Transit,2016
3396,Kepler-1598 b,2.0,4.0,2.0,3.0,1,467.7715,467.7715,467.7716,Kepler-1598,Cyg,G,Transit,2016
3397,Kepler-1599 b,2.0,2.0,2.0,1.0,1,4.210315,4.210315,4.210316,Kepler-1599,Lyr,G,Transit,2016
3398,Kepler-1600 b,3.0,3.0,1.0,1.0,1,0.4576268,0.4576268,0.4576269,Kepler-1600,Lyr,K,Transit,2016
3399,Kepler-1601 b,2.0,5.0,2.0,3.0,1,1077.839,1077.839,1077.839,Kepler-1601,Lyr,G,Transit,2016
3400,Kepler-1602 b,2.0,4.0,2.0,1.0,1,238.6422,238.6422,238.6422,Kepler-1602,Cyg,F,Transit,2016
3401,Kepler-1603 b,2.0,4.0,2.0,3.0,1,1799.37,1799.371,1799.371,Kepler-1603,Cyg,F,Transit,2016
3402,Kepler-1604 b,2.0,4.0,2.0,3.0,1,1585.703,1585.704,1585.704,Kepler-1604,Lyr,K,Transit,2016
3403,Kepler-1605 b,2.0,4.0,2.0,1.0,1,3.581064,3.581064,3.581065,Kepler-1605,Lyr,K,Transit,2016
3404,Kepler-1606 b,3.0,2.0,2.0,2.0,5,1.407294,1.407294,1.407294,Kepler-1606,Lyr,G,Transit,2016
3405,Kepler-1607 b,2.0,4.0,2.0,3.0,1,134.8889,134.8889,134.889,Kepler-1607,Cyg,F,Transit,2016
3406,Kepler-1608 b,2.0,2.0,2.0,1.0,1,21.80434,21.80434,21.80434,Kepler-1608,Cyg,K,Transit,2016
3407,Kepler-1609 b,2.0,2.0,2.0,1.0,1,8.623629,8.623629,8.62363,Kepler-1609,Lyr,F,Transit,2016
3408,Kepler-1610 b,2.0,2.0,2.0,1.0,1,88.61337,88.61337,88.61338,Kepler-1610,Cyg,G,Transit,2016
3409,Kepler-1611 b,2.0,5.0,2.0,3.0,1,232.8275,232.8275,232.8275,Kepler-1611,Cyg,G,Transit,2016
3410,Kepler-1612 b,2.0,4.0,2.0,3.0,1,349.3336,349.3337,349.3337,Kepler-1612,Cyg,G,Transit,2016
3411,Kepler-1613 b,2.0,2.0,2.0,1.0,1,2080.735,2080.735,2080.735,Kepler-1613,Lyr,F,Transit,2016
3412,Kepler-1614 b,2.0,4.0,2.0,1.0,1,174.6624,174.6624,174.6624,Kepler-1614,Dra,K,Transit,2016
3413,Kepler-1615 b,2.0,2.0,2.0,1.0,1,17.40456,17.40456,17.40457,Kepler-1615,Lyr,G,Transit,2016
3414,Kepler-1616 b,2.0,4.0,2.0,3.0,1,446.6963,446.6963,446.6964,Kepler-1616,Lyr,F,Transit,2016
3415,Kepler-1617 b,2.0,4.0,2.0,1.0,1,55.43222,55.43222,55.43223,Kepler-1617,Lyr,F,Transit,2016
3416,Kepler-1618 b,2.0,4.0,2.0,3.0,1,872.7725,872.7726,872.7726,Kepler-1618,Cyg,F,Transit,2016
3417,Kepler-1619 b,2.0,5.0,2.0,3.0,1,40.54942,40.54942,40.54943,Kepler-1619,Lyr,G,Transit,2016
3418,Kepler-1620 b,2.0,2.0,2.0,1.0,1,9.746129,9.74613,9.746132,Kepler-1620,Cyg,F,Transit,2016
3419,Kepler-1621 b,2.0,2.0,2.0,1.0,1,11.32312,11.32312,11.32313,Kepler-1621,Cyg,F,Transit,2016
3420,Kepler-1622 b,2.0,4.0,2.0,1.0,1,316.0836,316.0836,316.0836,Kepler-1622,Cyg,F,Transit,2016
3421,Kepler-1623 b,2.0,4.0,2.0,1.0,1,365.0538,365.0538,365.0539,Kepler-1623,Cyg,G,Transit,2016
3422,Kepler-1624 b,2.0,3.0,1.0,1.0,1,29.34948,29.34949,29.34949,Kepler-1624,Cyg,M,Transit,2016
3423,Kepler-1625 b,3.0,1.0,1.0,2.0,1,1.165417,1.165417,1.165417,Kepler-1625,Cyg,G,Transit,2016
3424,Kepler-1626 b,2.0,2.0,2.0,1.0,1,1990.426,1990.426,1990.426,Kepler-1626,Cyg,F,Transit,2016
3425,Kepler-1627 b,2.0,3.0,1.0,1.0,1,114.6577,114.6577,114.6577,Kepler-1627,Lyr,G,Transit,2016
3426,Kepler-1628 b,3.0,1.0,1.0,2.0,1,0.5602514,0.5602514,0.5602515,Kepler-1628,Lyr,M,Transit,2016
3427,Kepler-1629 b,2.0,5.0,2.0,3.0,1,434.1461,434.1461,434.1461,Kepler-1629,Lyr,G,Transit,2016
3428,Kepler-1630 b,1.0,2.0,2.0,2.0,1,0.1514998,0.1514998,0.1514998,Kepler-1630,Cyg,K,Transit,2016
3429,Kepler-1631 b,2.0,4.0,2.0,1.0,1,342.662,342.662,342.6622,Kepler-1631,Cyg,G,Transit,2016
3430,Kepler-1632 b,2.0,2.0,2.0,2.0,1,3.203778,3.203779,3.203779,Kepler-1632,Cyg,F,Transit,2016
3431,Kepler-1633 b,2.0,2.0,2.0,1.0,1,5.201677,5.201678,5.201679,Kepler-1633,Cyg,F,Transit,2016
3432,Kepler-1634 b,3.0,3.0,1.0,1.0,1,0.6518695,0.6518697,0.6518697,Kepler-1634,Cyg,G,Transit,2016
3433,Kepler-1635 b,3.0,3.0,1.0,1.0,1,0.4097762,0.4097762,0.4097762,Kepler-1635,Lyr,G,Transit,2016
3434,Kepler-1636 b,3.0,3.0,1.0,1.0,1,0.8547399,0.8547401,0.8547403,Kepler-1636,Cyg,G,Transit,2016
3435,Kepler-1637 b,2.0,4.0,2.0,3.0,1,241.9549,241.9549,241.955,Kepler-1637,Dra,G,Transit,2016
3436,Kepler-1638 b,3.0,2.0,2.0,1.0,2,1.38738,1.38738,1.387381,Kepler-1638,Cyg,G,Transit,2016
3437,Kepler-1639 b,2.0,3.0,1.0,3.0,1,204.2065,204.2065,204.2066,Kepler-1639,Dra,F,Transit,2016
3438,Kepler-1640 b,2.0,3.0,1.0,1.0,1,438.61,438.61,438.61,Kepler-1640,Cyg,F,Transit,2016
3439,Kepler-1641 b,2.0,3.0,1.0,1.0,1,83.00011,83.00011,83.00012,Kepler-1641,Cyg,F,Transit,2016
3440,Kepler-1641 c,2.0,3.0,1.0,1.0,1,42.22591,42.22592,42.22592,Kepler-1641,Cyg,F,Transit,2016
3441,Kepler-1642 b,2.0,3.0,1.0,1.0,1,52.68973,52.68974,52.68974,Kepler-1642,Cyg,G,Transit,2016
3442,Kepler-1642 c,2.0,3.0,1.0,1.0,1,118.3758,118.3758,118.3758,Kepler-1642,Cyg,G,Transit,2016
3443,Kepler-1643 b,2.0,2.0,2.0,1.0,1,189.0651,189.0651,189.0652,Kepler-1643,Cyg,G,Transit,2016
3444,Kepler-1644 b,2.0,2.0,2.0,1.0,1,29.39583,29.39583,29.39583,Kepler-1644,Dra,G,Transit,2016
3445,Kepler-1645 b,2.0,2.0,2.0,1.0,1,67.10299,67.10299,67.103,Kepler-1645,Cyg,G,Transit,2016
3446,Kepler-1646 b,2.0,4.0,2.0,1.0,1,6.568212,6.568213,6.568213,Kepler-1646,Lyr,M,Transit,2016
3447,Kepler-1647(AB) b,3.0,1.0,1.0,2.0,1,0.5159832,0.5786276,0.6511114,Kepler-1647(AB),Cyg,F,Primary Transit,2015
3448,Kepler-1649 b,2.0,4.0,2.0,1.0,1,2.376538,2.376538,2.376539,Kepler-1649,Cyg,M5V,Primary Transit,2017
3449,Kepler-1650 b,2.0,5.0,2.0,3.0,1,54.03175,54.03175,54.03176,Kepler-1650,Cyg,M,Primary Transit,2017
3450,Kepler-1652 b,3.0,4.0,2.0,1.0,3,0.6504719,0.650472,0.6504722,Kepler-1652,Cyg,M,Primary Transit,2017
3451,Kepler 1651 A b,2.0,2.0,2.0,1.0,1,8.819375,11.35653,14.87667,Kepler 1651 A,Dra,M,Primary Transit,2017
3452,KIC-5010054 b,3.0,1.0,1.0,2.0,1,1.158658,1.158658,1.158659,KIC-5010054,Lyr,G,Primary Transit,2013
3453,KIC-5094412 b,3.0,3.0,1.0,2.0,1,0.752038,0.7520382,0.7520383,KIC-5094412,Lyr,G,Primary Transit,2013
3454,KIC-5095269(AB) b,,1.0,1.0,,1,             ,             ,             ,KIC-5095269(AB),Lyr,F7V/M,Other,2017
3455,KIC-5437945 c,2.0,3.0,1.0,1.0,1,4.187054,4.187055,4.187056,KIC-5437945,Lyr,F,Transit,2016
3456,KIC-5522786 b,3.0,4.0,2.0,1.0,5,0.9187996,2.697889,11.54536,KIC-5522786,Lyr,A,Primary Transit,2013
3457,KIC-5732155 b,3.0,1.0,,,1,1.686903,1.686903,1.686903,KIC-5732155,Cyg,G,Primary Transit,2013
3458,KIC-6185331 b,2.0,3.0,1.0,1.0,1,20.20507,20.20508,20.20508,KIC-6185331,Lyr,G,Primary Transit,2011
3459,KIC-6372194 b,3.0,1.0,1.0,2.0,1,0.228576,0.8186106,5.077969,KIC-6372194,Cyg,K,Primary Transit,2013
3460,KIC-6436029 b,1.0,3.0,1.0,1.0,1,0.2516268,0.2516268,0.2516268,KIC-6436029,Lyr,K,Primary Transit,2013
3461,KIC-7917485 b,3.0,1.0,1.0,2.0,1,1.295447,1.732607,2.37094,KIC-7917485,Cyg,A,Other,2016
3462,KIC-8012732 b,3.0,1.0,1.0,2.0,1,1.693977,1.693978,1.693978,KIC-8012732,Lyr,F,Primary Transit,2015
3463,KIC-9413313 b,,,,,1,             ,             ,             ,KIC-9413313,Cyg,G,Primary Transit,2015
3464,KIC-9662267 b,3.0,3.0,1.0,1.0,1,0.4529014,0.5613708,0.7044112,KIC-9662267,Cyg,G,Primary Transit,2013
3465,KIC-9663113 c,2.0,3.0,1.0,1.0,1,59.8363,59.8363,59.83632,KIC-9663113,Cyg,F,Transit,2016
3466,KIC-9704149 b,1.0,3.0,1.0,2.0,1,0.155743,0.2707489,0.5140118,KIC-9704149,Cyg,G,Primary Transit,2013
3467,KIC-10001893 b,2.0,,,,1,1590.5,1590.5,1590.5,KIC-10001893,Lyr,B,Pulsar,2014
3468,KIC-10001893 d,2.0,,,,1,278.512,278.512,278.5121,KIC-10001893,Lyr,B,Pulsar,2014
3469,KIC-10024862 b,3.0,3.0,1.0,2.0,1,1.12673,1.12673,1.12673,KIC-10024862,Cyg,F,Primary Transit,2015
3470,KIC-10255705 b,3.0,1.0,1.0,2.0,1,1.008309,1.008309,1.008309,KIC-10255705,Lyr,K,Primary Transit,2013
3471,KIC-10905746 b,2.0,3.0,1.0,1.0,1,15.43954,15.43955,15.43955,KIC-10905746,Dra,K,Primary Transit,2011
3472,KIC-11152511 b,2.0,3.0,1.0,1.0,1,1.489883,5.595559,38.1401,KIC-11152511,Cyg,K,Primary Transit,2013
3473,KIC-12454613 b,1.0,3.0,1.0,1.0,1,0.1631615,0.2223847,0.3111106,KIC-12454613,Cyg,G,Primary Transit,2013
3474,KIC-12557548 b,2.0,6.0,1.0,3.0,1,849.9079,849.9081,849.9082,KIC-12557548,Cyg,K4V,Primary Transit,2012
3475,KMT-2016-BLG-1107 b,1.0,1.0,1.0,2.0,1,0.007154345,0.007154346,0.007154347,KMT-2016-BLG-1107,Sgr,,Microlensing,2018
3476,KMT-2016-BLG-1820 b,1.0,1.0,1.0,2.0,1,0.000113326,0.000113326,0.000113326,KMT-2016-BLG-1820,Sgr,,Microlensing,2018
3477,KMT-2016-BLG-2142 b,1.0,1.0,1.0,2.0,1,0.000811361,0.000811361,0.000811362,KMT-2016-BLG-2142,Sgr,,Microlensing,2018
3478,KOI-188 b,2.0,1.0,1.0,1.0,1,124.514,233.2658,490.5276,KOI-188,Lyr,K1V,Primary Transit,2014
3479,KOI-192 b,2.0,1.0,1.0,1.0,1,90.68722,271.9586,1208.509,KOI-192,Lyr,G2V,Primary Transit,2014
3480,KOI-195 b,2.0,1.0,1.0,1.0,1,341.8767,483.8594,707.8464,KOI-195,Cyg,G1V,Primary Transit,2014
3481,KOI-368.01 b,2.0,1.0,,,1,81.46203,81.46205,81.46207,KOI-368.01,Lyr,F6,Primary Transit,2014
3482,KOI-415 b,2.0,1.0,1.0,2.0,1,1.576193,6.344944,49.80708,KOI-415,Cyg,G0IV,Primary Transit,2013
3483,KOI-620.02 b,2.0,2.0,1.0,1.0,1,3.200588,3.252079,3.304638,KOI-620.02,Cyg,G,TTV,2014
3484,KOI-682 b,3.0,1.0,1.0,2.0,1,0.6649665,0.6649665,0.6649666,KOI-682,Cyg,G,Primary Transit,2015
3485,KOI-771 b,3.0,1.0,,,1,0.3389005,0.3389005,0.3389006,KOI-771,Cyg,G,Primary Transit,2015
3486,KOI-830 b,2.0,1.0,1.0,2.0,1,144.7712,220.8494,354.1064,KOI-830,Lyr,K,Primary Transit,2014
3487,KOI-1089.02 b,2.0,1.0,1.0,2.0,1,51.53045,133.8352,463.6184,KOI-1089.02,Cyg,G,Primary Transit,2014
3488,KOI-1299 c,2.0,1.0,1.0,2.0,1,2.586134,9.049291,53.64918,KOI-1299,Cyg,K2III,Radial Velocity,2014
3489,KOI-1843 b,2.0,5.0,2.0,3.0,1,1323.287,1323.287,1323.287,KOI-1843,Lyr,M,Primary Transit,2013
3490,KOI-2700 b,2.0,4.0,3.0,3.0,1,459.1327,459.1327,459.1328,KOI-2700,Cyg,K,Primary Transit,2013
3491,KOI-4427 b,3.0,2.0,2.0,2.0,hypopsychroplanet,0.2354229,0.2449781,0.2550282,KOI-4427,Cyg,M,transit,2015
3492,KOI-5833 b,3.0,3.0,1.0,1.0,1,1.101298,1.101298,1.101299,KOI-5833,Dra,F,Primary Transit,2015
3493,KOI-5929 b,3.0,3.0,1.0,1.0,1,0.5571758,0.5571759,0.5571761,KOI-5929,Cyg,G,Primary Transit,2015
3494,KPS-1 b,2.0,1.0,1.0,2.0,1,725.9072,725.9072,725.9073,KPS-1,UMa,K,Primary Transit,2018
3495,ksi Aql b,2.0,1.0,1.0,2.0,1,200.497,200.497,200.4971,ksi Aql,Aql,G9IIIb,Radial Velocity,2008
3496,L2 Pup b,2.0,1.0,1.0,2.0,1,22.60997,22.60997,22.60997,L2 Pup,Pup,M5,Imaging,2016
3497,Lalande 21185 b,2.0,4.0,2.0,1.0,1,6.161074,6.161075,6.161076,Lalande 21185,UMa,M1.5V,Radial Velocity,2017
3498,LHS 1140 b,3.0,4.0,2.0,2.0,3,0.2341805,0.4071072,0.7728854,LHS 1140,Cet,M4.5,Primary Transit,2017
3499,LKCA 15 b,1.0,1.0,1.0,2.0,1,0.001455247,0.001455247,0.001455247,LKCA 15,Tau,K5V,Imaging,2011
3500,LP 358-499 b,2.0,4.0,2.0,1.0,1,34.87928,34.87929,34.8793,LP 358-499,Tau,M1V,Primary Transit,2017
3501,LP 358-499 c,2.0,4.0,2.0,1.0,1,18.75731,18.75731,18.75731,LP 358-499,Tau,M1V,Primary Transit,2017
3502,LP 358-499 d,2.0,2.0,3.0,1.0,1,6.406398,6.406399,6.406401,LP 358-499,Tau,M1V,Primary Transit,2017
3503,LP415-17 b,2.0,4.0,3.0,1.0,1,31.41201,31.41201,31.41202,LP415-17,Tau,K,Primary Transit,2018
3504,LP415-17 c,2.0,2.0,4.0,1.0,1,11.08629,11.08629,11.08629,LP415-17,Tau,K,Primary Transit,2018
3505,LP415-17 d,2.0,4.0,3.0,1.0,1,2.64429,2.64429,2.644291,LP415-17,Tau,K,Primary Transit,2018
3506,LSR J1835 b,,1.0,1.0,,1,             ,             ,             ,LSR J1835,Lyr,M8.5,Imaging,2017
3507,MASCARA-1 b,2.0,1.0,1.0,2.0,1,6967.861,6967.861,6967.862,MASCARA-1,Equ,A8,Primary Transit,2017
3508,MASCARA-2 b,2.0,1.0,1.0,2.0,1,4597.115,4597.115,4597.116,MASCARA-2,Cyg,A2,Primary Transit,2018
3509,MOA-2007-BLG-192L b,1.0,4.0,2.0,2.0,1,0.000817312,0.000817312,0.000817312,MOA-2007-BLG-192L,Sgr,M,Microlensing,2008
3510,MOA-2007-BLG-197L b,1.0,1.0,1.0,2.0,1,0.02456636,0.02456636,0.02456637,MOA-2007-BLG-197L,Sgr,,Microlensing,2015
3511,MOA-2007-BLG-400L b,1.0,1.0,1.0,2.0,1,0.02846076,0.02846076,0.02846076,MOA-2007-BLG-400L,Sgr,,Microlensing,2008
3512,MOA-2008-BLG-310L b,1.0,1.0,1.0,2.0,1,0.1289671,0.1289672,0.1289672,MOA-2008-BLG-310L,Sco,,Microlensing,2009
3513,MOA-2008-BLG-379L b,1.0,1.0,1.0,2.0,1,0.017424,0.017424,0.017424,MOA-2008-BLG-379L,Sgr,,Microlensing,2013
3514,MOA-2009-BLG-266L b,1.0,3.0,1.0,2.0,1,0.009603999,0.009604,0.009604001,MOA-2009-BLG-266L,Sco,,Microlensing,2010
3515,MOA-2009-BLG-319 b,1.0,3.0,1.0,2.0,1,0.006211123,0.006211123,0.006211124,MOA-2009-BLG-319,Sgr,K,Microlensing,2010
3516,MOA-2009-BLG-387L b,1.0,1.0,1.0,2.0,1,0.001557098,0.001557099,0.001557099,MOA-2009-BLG-387L,Sco,M,Microlensing,2011
3517,MOA-2010-BLG-117 b,1.0,1.0,1.0,2.0,1,0.013456,0.013456,0.013456,MOA-2010-BLG-117,Sgr,,Microlensing,2017
3518,MOA-2010-BLG-328L b,1.0,2.0,2.0,2.0,1,0.001695725,0.001695725,0.001695725,MOA-2010-BLG-328L,Sco,M,Microlensing,2013
3519,MOA-2010-BLG-353L b,1.0,1.0,1.0,2.0,1,0.001505906,0.001505906,0.001505906,MOA-2010-BLG-353L,Sgr,M,Microlensing,2015
3520,MOA-2010-BLG-477L b,1.0,1.0,1.0,2.0,1,0.0503778,0.0503778,0.05037781,MOA-2010-BLG-477L,Sgr,K,Microlensing,2012
3521,MOA-2011-BLG-028L b,1.0,3.0,1.0,2.0,1,0.006206526,0.006206526,0.006206527,MOA-2011-BLG-028L,Sgr,,Microlensing,2015
3522,MOA-2011-BLG-262L b,1.0,3.0,1.0,2.0,1,0.00248477,0.00248477,0.00248477,MOA-2011-BLG-262L,Sgr,,Microlensing,2013
3523,MOA-2011-BLG-274 b,,1.0,1.0,,1,             ,             ,             ,MOA-2011-BLG-274,Sgr,,Microlensing,2014
3524,MOA-2011-BLG-291 b,1.0,3.0,1.0,2.0,1,0.003606151,0.003606152,0.003606152,MOA-2011-BLG-291,Sgr,,Microlensing,2018
3525,MOA-2011-BLG-293L b,3.0,1.0,1.0,2.0,1,0.4520728,0.4520729,0.4520729,MOA-2011-BLG-293L,Sgr,,Microlensing,2012
3526,MOA-2011-BLG-322L b,1.0,1.0,1.0,2.0,1,0.001200203,0.001200203,0.001200203,MOA-2011-BLG-322L,Sgr,,Microlensing,2013
3527,MOA-2012-BLG-006 b,1.0,1.0,1.0,2.0,1,0.000554095,0.000554095,0.000554095,MOA-2012-BLG-006,Sgr,,Microlensing,2017
3528,MOA-2012-BLG-505L b,,1.0,1.0,,1,             ,             ,             ,MOA-2012-BLG-505L,Sco,M,Microlensing,2017
3529,MOA-2013-BLG-220L b,1.0,1.0,1.0,2.0,1,0.000477708,0.000477708,0.000477708,MOA-2013-BLG-220L,Sgr,Brown Dwarf,Microlensing,2014
3530,MOA-2013-BLG-605L b,1.0,3.0,1.0,2.0,1,0.000285998,0.000285998,0.000285998,MOA-2013-BLG-605L,Sgr,,Microlensing,2015
3531,MOA-2016-BLG-227L b,1.0,1.0,1.0,2.0,1,0.003210155,0.003210155,0.003210156,MOA-2016-BLG-227L,Sgr,,Microlensing,2017
3532,MOA-bin-1 b,1.0,1.0,1.0,2.0,1,0.00459292,0.00459292,0.004592921,MOA-bin-1,Sgr,,Microlensing,2012
3533,mu Ara b,3.0,1.0,1.0,2.0,1,0.5128341,0.6578589,0.8580498,mu Ara,Ara,G3 IV-V,Radial Velocity,2000
3534,mu Ara c,2.0,3.0,1.0,1.0,1,129.2489,180.1936,258.9151,mu Ara,Ara,G3 IV-V,Radial Velocity,2004
3535,mu Ara d,3.0,1.0,1.0,2.0,1,1.521363,1.734499,1.986429,mu Ara,Ara,G3 IV-V,Radial Velocity,2004
3536,mu Ara e,1.0,1.0,1.0,2.0,1,0.04439496,0.05382843,0.06591178,mu Ara,Ara,G3 IV-V,Radial Velocity,2006
3537,mu Leo b,2.0,1.0,1.0,2.0,1,34.40582,41.04071,49.35896,mu Leo,Leo,K2III,Radial Velocity,2014
3538,NGC 2423 3 b,2.0,1.0,1.0,2.0,1,4.976192,7.450514,11.6718,NGC 2423 3,Pup,,Radial Velocity,2007
3539,NGC 4349 No 127 b,2.0,1.0,1.0,2.0,1,21.90985,31.59715,47.28173,NGC 4349 No 127,Cru,,Radial Velocity,2007
3540,NGTS-1 b,2.0,1.0,1.0,2.0,1,63.14719,65.19138,67.32004,NGTS-1,Col,M05,Primary Transit,2017
3541,NGTS-2 b,2.0,1.0,1.0,1.0,1,1076.529,1153.872,1238.332,NGTS-2,Cen,F5V,Primary Transit,2018
3542,NGTS-3A b,2.0,1.0,1.0,2.0,1,1411.955,1411.955,1411.955,NGTS-3A,Col,G9V,Primary Transit,2018
3543,NLTT 41135 b,2.0,1.0,1.0,2.0,1,7.476803,7.476804,7.476805,NLTT 41135,Ser,M5.1,Primary Transit,2010
3544,NN Ser(AB) c,1.0,1.0,1.0,2.0,1,0.006016798,0.006016799,0.0060168,NN Ser(AB),Ser,WD+M,Pulsar,2010
3545,NN Ser(AB) d,1.0,1.0,1.0,2.0,1,0.01052546,0.01546662,0.02367831,NN Ser(AB),Ser,WD+M,Pulsar,2009
3546,nu Oph b,2.0,1.0,1.0,2.0,1,26.17657,33.70704,44.15509,nu Oph,Oph,K0III,Radial Velocity,2004
3547,nu Oph c,2.0,1.0,1.0,2.0,1,2.329,3.296243,4.822133,nu Oph,Oph,K0III,Radial Velocity,2010
3548,NY Vir b,1.0,1.0,1.0,2.0,1,0.01127731,0.01127731,0.01127731,NY Vir,Vir,B D,Pulsar,2011
3549,NY Vir c,1.0,1.0,1.0,2.0,1,0.002279619,0.002279619,0.002279619,NY Vir,Vir,B D,Pulsar,2011
3550,OGLE-2003-BLG-235L b,1.0,1.0,1.0,2.0,1,0.006056501,0.006056502,0.006056503,OGLE-2003-BLG-235L,Sgr,,Microlensing,2004
3551,OGLE-2005-071L b,1.0,1.0,1.0,2.0,1,0.003454826,0.003454827,0.003454827,OGLE-2005-071L,Sco,,Microlensing,2005
3552,OGLE-2005-169L b,1.0,3.0,1.0,2.0,1,0.01416695,0.01416695,0.01416695,OGLE-2005-169L,Sgr,K5,Microlensing,2005
3553,OGLE-2005-390L b,1.0,2.0,2.0,2.0,1,0.001602734,0.001602734,0.001602734,OGLE-2005-390L,Sco,M,Microlensing,2005
3554,OGLE-2006-109L b,1.0,1.0,1.0,2.0,1,0.01278866,0.01278866,0.01278866,OGLE-2006-109L,Sco,,Microlensing,2008
3555,OGLE-2006-109L c,1.0,1.0,1.0,2.0,1,0.002526487,0.003379073,0.004624,OGLE-2006-109L,Sco,,Microlensing,2008
3556,OGLE-2007-BLG-349(AB) b,1.0,1.0,1.0,2.0,1,0.03788208,0.03788208,0.03788209,OGLE-2007-BLG-349(AB),Sgr,,Microlensing,2016
3557,OGLE-2007-BLG-368L b,1.0,3.0,1.0,2.0,1,0.01540607,0.01540607,0.01540608,OGLE-2007-BLG-368L,Sco,,Microlensing,2008
3558,OGLE-2008-BLG-092L b,1.0,1.0,1.0,2.0,1,0.001129408,0.001129408,0.001129408,OGLE-2008-BLG-092L,Sco,,Microlensing,2014
3559,OGLE-2008-BLG-355L b,,1.0,1.0,,1,             ,             ,             ,OGLE-2008-BLG-355L,Sgr,,Microlensing,2014
3560,OGLE-2009-BLG-151L b,1.0,1.0,1.0,2.0,1,0.000232344,0.000232344,0.000232344,OGLE-2009-BLG-151L,Sgr,,Microlensing,2013
3561,OGLE-2011-BLG-0251L b,1.0,1.0,1.0,2.0,1,0.003275041,0.003275042,0.003275042,OGLE-2011-BLG-0251L,Oph,,Microlensing,2012
3562,OGLE-2011-BLG-0265L b,1.0,1.0,1.0,2.0,1,0.001797438,0.001797438,0.001797438,OGLE-2011-BLG-0265L,Sgr,,Microlensing,2015
3563,OGLE-2011-BLG-0420L b,1.0,1.0,1.0,2.0,1,0.001316687,0.001316688,0.001316688,OGLE-2011-BLG-0420L,Sgr,,Microlensing,2013
3564,OGLE-2012-BLG-0026L b,1.0,3.0,1.0,2.0,1,0.03098337,0.03098337,0.03098337,OGLE-2012-BLG-0026L,Oph,,Microlensing,2012
3565,OGLE-2012-BLG-0026L c,1.0,1.0,1.0,2.0,1,0.02109082,0.02109082,0.02109082,OGLE-2012-BLG-0026L,Oph,,Microlensing,2012
3566,OGLE-2012-BLG-0358L b,1.0,1.0,1.0,2.0,1,4.68E-05,4.68E-05,4.68E-05,OGLE-2012-BLG-0358L,Oph,,Microlensing,2013
3567,OGLE-2012-BLG-0406L b,1.0,1.0,1.0,2.0,1,0.003148999,0.003148999,0.003149,OGLE-2012-BLG-0406L,Sco,,Microlensing,2013
